SNAP_DATE_DAY,NPS,total_count,delta_NPS_all,ml_anomaly_FILIAL_ID_significant,z_anomaly_FILIAL_ID_significant,anomaly_FILIAL_ID_significant,ml_anomaly_NETWORK_4G_SHARE_significant,z_anomaly_NETWORK_4G_SHARE_significant,anomaly_NETWORK_4G_SHARE_significant,ml_anomaly_NETWORK_DURATION_2G_significant,z_anomaly_NETWORK_DURATION_2G_significant,anomaly_NETWORK_DURATION_2G_significant,ml_anomaly_NETWORK_DURATION_4G_significant,z_anomaly_NETWORK_DURATION_4G_significant,anomaly_NETWORK_DURATION_4G_significant,ml_anomaly_NETWORK_OVERLOAD_significant,z_anomaly_NETWORK_OVERLOAD_significant,anomaly_NETWORK_OVERLOAD_significant,ml_anomaly_NETWORK_PROSTOI_significant,z_anomaly_NETWORK_PROSTOI_significant,anomaly_NETWORK_PROSTOI_significant,ml_anomaly_NETWORK_SPD_LOWER_THAN_2000_significant,z_anomaly_NETWORK_SPD_LOWER_THAN_2000_significant,anomaly_NETWORK_SPD_LOWER_THAN_2000_significant,ml_anomaly_NETWORK_SPEED_LTE_significant,z_anomaly_NETWORK_SPEED_LTE_significant,anomaly_NETWORK_SPEED_LTE_significant,ml_anomaly_NETWORK_SQI_DATA_significant,z_anomaly_NETWORK_SQI_DATA_significant,anomaly_NETWORK_SQI_DATA_significant,ml_anomaly_NETWORK_SQI_VOICE_significant,z_anomaly_NETWORK_SQI_VOICE_significant,anomaly_NETWORK_SQI_VOICE_significant,ml_anomaly_NETWORK_VOLTE_significant,z_anomaly_NETWORK_VOLTE_significant,anomaly_NETWORK_VOLTE_significant,ml_anomaly_NETWORK_VOWIFI_significant,z_anomaly_NETWORK_VOWIFI_significant,anomaly_NETWORK_VOWIFI_significant,ml_anomaly_PRODUCT_EVA_TYPE_significant,z_anomaly_PRODUCT_EVA_TYPE_significant,anomaly_PRODUCT_EVA_TYPE_significant,ml_anomaly_PRODUCT_GROUP_TARIFF_significant,z_anomaly_PRODUCT_GROUP_TARIFF_significant,anomaly_PRODUCT_GROUP_TARIFF_significant,ml_anomaly_PRODUCT_NAME_LINE_TP_significant,z_anomaly_PRODUCT_NAME_LINE_TP_significant,anomaly_PRODUCT_NAME_LINE_TP_significant,ml_anomaly_PRODUCT_PEREPLATY_significant,z_anomaly_PRODUCT_PEREPLATY_significant,anomaly_PRODUCT_PEREPLATY_significant,ml_anomaly_PRODUCT_TARIFF_CHANGE_significant,z_anomaly_PRODUCT_TARIFF_CHANGE_significant,anomaly_PRODUCT_TARIFF_CHANGE_significant,ml_anomaly_PROFILE_DEVICE_OS_significant,z_anomaly_PROFILE_DEVICE_OS_significant,anomaly_PROFILE_DEVICE_OS_significant,ml_anomaly_PROFILE_DEVICE_PRICE_significant,z_anomaly_PROFILE_DEVICE_PRICE_significant,anomaly_PROFILE_DEVICE_PRICE_significant,ml_anomaly_PROFILE_DEVICE_TYPE_significant,z_anomaly_PROFILE_DEVICE_TYPE_significant,anomaly_PROFILE_DEVICE_TYPE_significant,ml_anomaly_PROFILE_KINOPOISK_significant,z_anomaly_PROFILE_KINOPOISK_significant,anomaly_PROFILE_KINOPOISK_significant,ml_anomaly_REGION_FILIAL_significant,z_anomaly_REGION_FILIAL_significant,anomaly_REGION_FILIAL_significant,ml_anomaly_SURVEY_AGE_GROUP_significant,z_anomaly_SURVEY_AGE_GROUP_significant,anomaly_SURVEY_AGE_GROUP_significant,ml_anomaly_SURVEY_ARPU_GROUP_significant,z_anomaly_SURVEY_ARPU_GROUP_significant,anomaly_SURVEY_ARPU_GROUP_significant,ml_anomaly_SURVEY_CITY_SIZE_significant,z_anomaly_SURVEY_CITY_SIZE_significant,anomaly_SURVEY_CITY_SIZE_significant,ml_anomaly_SURVEY_GENDER_significant,z_anomaly_SURVEY_GENDER_significant,anomaly_SURVEY_GENDER_significant,ml_anomaly_SURVEY_OPERATOR_AGE_GROUP_significant,z_anomaly_SURVEY_OPERATOR_AGE_GROUP_significant,anomaly_SURVEY_OPERATOR_AGE_GROUP_significant
2023-01-01,-0.01845691145794382,9,-0.18612237995032963,12.0,False,False,False,False,False,Менее 5%,False,False,False,False,False,До 15 дней,False,False,Более 24 часов,False,False,Прочее,False,False,5...10 Mbps,False,False,Прочее,False,False,98..99.5%,False,False,До 80%,False,False,False,False,False,Ева+,False,False,Прочие,False,False,Управляй!+ 2.0,False,False,False,False,False,91-180 дней,False,False,False,False,False,False,False,False,SMARTPHONE,False,False,False,False,False,Столичный филиал,False,False,45-54,False,False,False,False,False,False,False,False,Жен,False,False,18-24,False,False
2023-01-02,-0.20457929140827344,11,-0.18612237995032963,9.0,False,False,False,d. >90%,False,Прочее,False,False,False,Прочее,False,До 15 дней,Нет,False,5-24 часа,Риск простоя,False,Прочее,20...80%,False,>10 Mbps,False,False,Прочее,>99.5%,False,98..99.5%,>99.5%,False,До 80%,Более 80%,False,False,False,False,Ева+,False,False,Прочие,Внутрисетевые,False,Управляй!+ 2.0,False,False,False,До 40 руб,False,31-90 дней,False,False,False,False,False,False,Нет данных,False,USB MODEM,False,False,False,False,False,Дальневосточный филиал,False,False,55,35-44,False,False,False,False,False,False,False,Жен,False,False,55,55+,False
2023-01-03,-0.004018733065939542,9,0.20056055834233388,5.0,False,False,False,b. <80%,False,False,5...20%,False,False,False,False,False,Нет,False,Риск простоя,False,False,Прочее,False,False,2...5 Mbps,False,False,98...99.5%,False,False,False,False,False,False,False,False,False,Есть,False,Ева+,False,False,Включайся!,СНГ,False,Управляй!+ 2.0,False,False,False,До 40 руб,False,91-180 дней,False,False,False,False,False,Нет данных,False,False,UNDEFINED,False,False,False,False,False,Поволжский филиал,False,False,55,False,False,False,False,False,False,False,False,False,Муж,False,18-24,False,False
2023-01-04,-0.024535753045208275,20,-0.020517019979268733,5.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Риск простоя,False,False,False,False,False,False,False,False,False,False,False,>99.5%,False,False,False,False,False,False,False,False,False,False,Внутрисетевые,False,False,Управляй!+ 2.0,Тёплый приём - линейка 3.1,False,False,False,False,91-180 дней,False,False,False,False,False,До 10 тыс. руб.,Нет данных,False,False,False,False,False,False,False,Уральский филиал,Кавказский филиал,False,45-54,False,False,False,False,False,False,False,False,False,False,False,55,False,False
2023-01-05,-0.02712756706839466,16,-0.0025918140231863847,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Риск простоя,False,False,False,False,False,False,False,False,False,False,False,>99.5%,False,False,False,False,False,False,False,False,False,False,Агентский конвергент,False,False,Управляй!+ 2.0,False,False,False,До 40 руб,False,False,False,False,False,False,False,False,False,False,LAPTOP,False,False,False,False,False,False,Кавказский филиал,False,55,False,False,False,False,False,False,False,False,False,False,False,55,False,False
2023-01-06,-0.13722630056540278,13,-0.11009873349700812,5.0,False,False,c. 80-90%,False,False,False,False,False,False,False,False,False,False,False,Более 24 часов,Риск простоя,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ева МЛК,False,False,Прочие,Все включено,False,Управляй!+ 2.0,Моноинтернет от МегаФона,False,False,False,False,181-366 дней,91-180 дней,False,False,False,False,False,False,False,SMARTPHONE,False,False,False,False,False,Столичный филиал,False,False,45-54,False,False,False,False,False,False,False,False,False,False,False,55,False,False
2023-01-07,0.002511791552129137,17,0.1397380921175319,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Риск простоя,False,False,False,False,False,False,False,False,False,False,False,>99.5%,False,False,False,False,False,False,False,Ева+,False,False,Прочие,ПД,False,Управляй!+ 2.0,Без переплат - Линейка 1.2,False,False,False,False,False,False,False,False,False,False,False,False,False,DATA CARD,PHONE,False,False,False,False,Северо-Западный филиал,Кавказский филиал,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-08,-0.2622368041124728,14,-0.26474859566460196,5.0,False,False,False,False,False,Прочее,False,False,False,False,False,False,False,False,1-5 часов,False,False,False,False,False,False,False,False,Прочее,False,False,False,False,False,False,False,False,False,False,False,Ева+,False,False,Внутрисетевые,False,False,Управляй!+ 2.0,Переходи на НОЛЬ 2020,False,False,False,False,False,False,False,False,False,False,Нет данных,False,False,LAPTOP,False,False,False,False,False,Северо-Западный филиал,False,False,55,False,False,False,False,False,False,Малый,False,Не определен,False,False,45-54,False,False
2023-01-09,-0.22141306425948798,15,0.04082373985298482,9.0,1.0,False,False,b. <80%,False,False,False,False,False,False,False,Нет,False,False,False,False,False,False,False,False,False,False,False,False,98...99.5%,False,False,False,False,False,False,False,False,False,False,False,False,False,Прочие,СНГ,False,Управляй!+ 2.0,False,False,False,False,False,False,91-180 дней,False,False,False,False,False,25-50 тыс. руб.,False,NETWORK DEVICE,False,False,False,False,False,Уральский филиал,Кавказский филиал,False,False,False,False,False,False,False,Средний,False,False,Не определен,False,False,25-34,55,False
2023-01-10,-0.16922184577214092,17,0.05219121848734706,9.0,10.0,False,False,False,False,Менее 5%,False,False,False,False,False,False,False,False,False,False,False,False,Прочее,False,<2 Mbps,False,False,False,False,False,False,>99.5%,False,False,False,False,False,Нет,False,False,False,False,Сэмплинг,False,False,Управляй!+ 2.0,False,False,False,False,False,31-90 дней,False,False,False,False,False,False,False,False,SMARTPHONE,ROUTER,False,False,False,False,Кавказский филиал,False,False,55,False,False,False,False,False,False,Большой,False,False,False,False,55,25-34,False
2023-01-11,0.1182899190070022,13,0.2875117647791431,9.0,8.0,False,False,False,False,Менее 5%,5...20%,False,Прочее,False,False,False,False,False,False,Более 24 часов,False,Прочее,False,False,5...10 Mbps,2...5 Mbps,False,>99.5%,98...99.5%,False,False,Прочее,False,False,До 80%,False,False,Есть,False,False,False,False,Включайся!,СНГ,False,Управляй!+ 2.0,False,False,False,Более 40 руб,False,181-366 дней,181-366 дней,181-366 дней,False,Android,False,Более 50 тыс. руб,Нет данных,False,LAPTOP,DATA CARD,False,False,Более 1GB,False,Дальневосточный филиал,False,False,35-44,False,False,False,Средний,False,False,False,False,False,Муж,False,18-24,False,False
2023-01-12,-0.11071680568759573,13,-0.22900672469459793,9.0,False,False,b. <80%,False,False,False,False,False,Менее 80%,Менее 80%,Менее 80%,False,False,False,Нет простоя,False,False,20...80%,False,False,5...10 Mbps,False,False,>99.5%,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Прочие,False,False,Включайся! - Линейка 2 Огненный щит,Без переплат - Линейка 2.1,False,False,False,False,181-366 дней,Прочее,False,False,False,False,Более 50 тыс. руб,False,False,NETWORK DEVICE,False,False,False,False,False,Поволжский филиал,Сибирский филиал,False,35-44,False,False,False,False,False,False,False,False,False,False,False,55,35-44,False
2023-01-13,0.04221464336962849,17,0.15293144905722422,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Внутрисетевые,False,False,Управляй!+ 2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SMARTPHONE,False,False,False,False,False,Поволжский филиал,False,False,55,False,False,False,False,False,False,False,False,False,False,False,18-24,False,False
2023-01-14,-0.054588372502263394,16,-0.09680301587189188,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,<2 Mbps,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Внутрисетевые,False,False,Включайся! - Линейка 2 Огненный щит,Умные вещи,False,False,False,False,Прочее,False,False,False,False,False,False,False,False,UNDEFINED,False,False,False,False,False,Северо-Западный филиал,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18-24,False,False
2023-01-15,-0.2560058672498695,17,-0.20141749474760612,9.0,False,False,False,False,False,5...20%,False,False,False,False,False,False,False,False,1-5 часов,False,False,Прочее,False,False,5...10 Mbps,False,False,<98%,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Включайся!,Агентский конвергент,False,Управляй!+ 2.0,Включайся! - Линейка 3.4.1 - Прочие ТП,False,Нет переплат,False,False,False,False,False,False,False,False,False,False,False,SMARTPHONE,False,False,False,False,False,Поволжский филиал,False,False,45-54,45-54,45-54,False,False,False,False,Средний,False,False,False,False,55,False,False
2023-01-16,0.08121844585908941,14,0.33722431310895895,8.0,False,False,False,False,False,Менее 5%,Более 20%,False,False,Более 80%,False,False,До 15 дней,False,Риск простоя,False,False,False,Менее 20%,False,5...10 Mbps,Прочее,False,<98%,Прочее,False,Прочее,False,False,До 80%,До 80%,До 80%,False,False,False,False,False,False,Внутрисетевые,False,False,Управляй!+ 2.0,False,False,Более 40 руб,False,False,Более 366 дней,31-90 дней,False,False,iOS,False,Более 50 тыс. руб,10-25 тыс. руб.,False,USB MODEM,NETWORK DEVICE,False,False,100MB - 1GB,False,Поволжский филиал,False,False,55,35-44,False,Высокий,False,False,False,False,False,False,False,False,18-24,False,False
2023-01-17,-0.3314669365403249,15,-0.4126853823994143,9.0,False,False,a. <100 MB,False,False,Менее 5%,False,False,False,False,False,Более 15 дней,False,False,Риск простоя,False,False,20...80%,False,False,False,False,False,98...99.5%,False,False,<98%,False,False,До 80%,False,False,Нет,False,False,False,False,False,Внутрисетевые,False,False,Управляй!+ 2.0,FWA Мобильный конвергент: Объединяй! Мобильный,False,Более 40 руб,False,False,False,False,False,False,False,False,До 10 тыс. руб.,False,False,USB MODEM,False,False,False,False,False,Сибирский филиал,False,False,55,False,False,False,False,False,Малый,Малый,Малый,False,False,False,25-34,False,False
2023-01-18,-0.038457540622052706,14,0.2930093959182722,9.0,False,False,False,False,False,False,False,False,False,Менее 80%,False,False,До 15 дней,False,1-5 часов,False,False,Прочее,Менее 20%,False,False,False,False,>99.5%,>99.5%,>99.5%,False,98..99.5%,False,False,False,False,False,False,False,False,False,False,Включайся!,False,False,Управляй!+ 2.0,False,False,False,False,False,False,False,False,False,False,False,10-25 тыс. руб.,False,False,UNDEFINED,ROUTER,False,Нет,Нет,Нет,False,False,False,35-44,False,False,False,False,False,False,Средний,False,False,Муж,False,55+,55+,55+
2023-01-19,0.020239311974795254,18,0.05869685259684796,8.0,False,False,False,d. >90%,False,False,False,False,False,False,False,False,До 15 дней,False,1-5 часов,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Внутрисетевые,Все мобильные,False,Управляй!+ 2.0,Умные вещи,False,False,False,False,До 30 дней,False,False,False,False,False,10-25 тыс. руб.,False,False,SMART WATCH,USB MODEM,False,False,False,False,Северо-Западный филиал,False,False,45-54,False,False,False,Средний,False,Большой,Большой,Большой,False,False,False,55,False,False
2023-01-20,-0.06363197061916223,13,-0.08387128259395749,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Более 24 часов,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Прочие,False,False,Управляй!+ 2.0,False,False,False,False,False,Более 366 дней,False,False,False,False,False,25-50 тыс. руб.,False,False,USB MODEM,False,False,False,False,False,Поволжский филиал,False,False,55,False,False,False,False,False,False,False,False,False,False,False,55,False,False
2023-01-21,-0.10146430294166615,11,-0.03783233232250392,12.0,False,False,c. 80-90%,False,False,Менее 5%,False,False,False,False,False,До 15 дней,False,False,Риск простоя,5-24 часа,False,False,False,False,2...5 Mbps,False,False,False,False,False,<98%,>99.5%,False,False,False,False,False,False,False,False,False,False,Прочие,False,False,Управляй!+ 2.0,False,False,False,False,False,Прочее,False,False,False,False,False,До 10 тыс. руб.,False,False,SMARTPHONE,False,False,False,False,False,Дальневосточный филиал,Кавказский филиал,False,18-24,False,False,Высокий,False,False,False,False,False,Муж,False,False,55,False,False
2023-01-22,-0.11521791789405036,11,-0.01375361495238421,9.0,False,False,False,False,False,Менее 5%,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5...10 Mbps,5...10 Mbps,5...10 Mbps,<98%,False,False,98..99.5%,False,False,False,False,False,False,False,False,False,False,False,Внутрисетевые,False,False,Включайся! - Линейка 2 Огненный щит,False,False,False,False,False,31-90 дней,False,False,False,False,False,10-25 тыс. руб.,False,False,USB MODEM,False,False,Нет,False,False,Дальневосточный филиал,False,False,55,45-54,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-01-23,0.04877113689508637,19,0.16398905478913672,9.0,False,False,False,False,False,False,Прочее,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,До 80%,False,False,False,Есть,False,False,False,False,Прочие,False,False,Управляй!+ 2.0,False,False,False,False,False,False,False,False,False,iOS,False,Более 50 тыс. руб,False,False,UNDEFINED,ROUTER,False,Нет,False,False,Сибирский филиал,False,False,55,18-24,False,False,False,False,False,False,False,False,False,False,55,False,False
2023-01-24,-0.02985959315945287,15,-0.07863073005453924,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Риск простоя,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,До 80%,False,False,False,False,False,False,False,Сэмплинг,False,False,Управляй!+ 2.0,Без переплат - Линейка 2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,NETWORK DEVICE,False,False,False,False,False,Сибирский филиал,False,False,18-24,False,False,False,False,False,False,False,False,False,False,False,45-54,False,False
2023-01-25,-0.11914252878293477,16,-0.0892829356234819,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Более 24 часов,False,False,False,False,False,<2 Mbps,False,False,False,Прочее,False,>99.5%,False,False,False,False,False,False,False,False,Ева+,False,False,Сэмплинг,СНГ,False,Тёплый приём - линейка 4.0,False,False,Нет переплат,False,False,False,91-180 дней,False,False,False,False,False,Нет данных,False,NETWORK DEVICE,False,False,False,False,False,Поволжский филиал,False,False,35-44,35-44,35-44,Высокий,False,False,False,False,False,False,False,False,55,False,False
2023-01-26,0.013363719253782005,12,0.1325062480367168,9.0,7.0,False,False,False,False,False,False,False,False,Более 80%,False,False,False,False,Более 24 часов,Более 24 часов,Более 24 часов,False,False,False,<2 Mbps,False,False,False,False,False,Прочее,False,False,False,Не VoLTE,False,False,False,False,Ева+,Ева+,Ева+,Сэмплинг,False,False,Управляй!+ 2.0,Без переплат - Линейка 1.5,False,False,False,False,Прочее,False,False,False,False,False,Нет данных,False,False,USB MODEM,False,False,False,False,False,Уральский филиал,False,False,55+,False,False,False,False,False,False,False,False,False,False,False,45-54,False,False
2023-01-27,0.05204743337945568,17,0.038683714125673674,3.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1-5 часов,False,Менее 20%,Менее 20%,Менее 20%,<2 Mbps,False,False,False,Прочее,False,False,False,False,False,False,False,False,False,False,Ева МЛК,False,False,Внутрисетевые,Все включено,False,Управляй!+ 2.0,False,False,False,False,False,False,181-366 дней,False,False,False,False,False,False,False,SMARTPHONE,False,False,False,Более 1GB,False,Северо-Западный филиал,False,False,55,False,False,False,False,False,False,False,False,False,False,False,55,45-54,False
2023-01-28,0.02828413835343328,18,-0.0237632950260224,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,98...99.5%,False,False,False,False,False,False,False,False,False,False,False,False,False,Прочие,False,False,Управляй!+ 2.0,Без переплат - Линейка 2.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PHONE,False,False,False,False,Столичный филиал,False,False,55,False,False,False,False,False,False,False,False,False,False,False,55,False,False
2023-01-29,-0.15470818043587742,12,-0.1829923187893107,9.0,False,False,False,d. >90%,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Прочие,False,False,Управляй!+ 2.0,Тарифные планы FMC - Объединяй 6.0,False,False,False,False,91-180 дней,91-180 дней,91-180 дней,False,False,False,False,False,False,LAPTOP,False,False,False,False,False,Дальневосточный филиал,False,False,45-54,False,False,False,False,False,Большой,False,False,False,False,False,55,False,False
2023-01-30,-0.14926800504828178,14,0.0054401753875956416,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Менее 20%,False,False,False,False,False,False,False,False,False,False,False,False,Более 80%,False,False,False,False,False,False,False,Агентский конвергент,False,False,Управляй!+ 2.0,False,False,False,False,False,91-180 дней,False,False,False,False,False,Нет данных,False,False,UNDEFINED,False,False,Нет,False,False,False,False,False,55,False,False,False,False,False,False,False,False,False,False,False,55,False,False
2023-01-31,0.22495351916757733,17,0.3742215242158591,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5-24 часа,False,False,False,False,False,5...10 Mbps,5...10 Mbps,5...10 Mbps,False,False,False,False,False,False,False,До 80%,False,False,False,False,False,False,False,Включайся!,False,False,Управляй!+ 2.0,Новая линейка ПД 2020,False,False,Более 40 руб,False,False,False,False,False,False,False,Нет данных,Нет данных,Нет данных,ROUTER,TABLET,False,False,False,False,Столичный филиал,False,False,45-54,False,False,Низкий,False,False,Большой,Малый,False,False,False,False,45-54,False,False
2023-02-01,-0.0204208114812789,15,-0.24537433064885622,14.0,False,False,False,False,False,Более 20%,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Более 80%,False,False,False,False,False,Ева Volte,False,False,Сэмплинг,False,False,Включайся! - Линейка 2 Огненный щит,False,False,False,False,False,False,False,False,False,False,False,Более 50 тыс. руб,Более 50 тыс. руб,Более 50 тыс. руб,NETWORK DEVICE,NETWORK DEVICE,NETWORK DEVICE,False,False,False,False,False,False,18-24,False,False,False,False,False,False,False,False,Жен,False,False,55,False,False
2023-02-02,-0.17703626150692015,11,-0.15661545002564126,9.0,False,False,c. 80-90%,False,False,5...20%,False,False,False,False,False,False,False,False,Риск простоя,False,False,False,False,False,5...10 Mbps,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Прочие,False,False,Управляй!+ 2.0,Агентская линейка 2021,False,False,False,False,91-180 дней,31-90 дней,False,Прочее,False,False,False,False,False,SMARTPHONE,False,False,False,Более 1GB,False,Столичный филиал,False,False,45-54,45-54,45-54,False,False,False,False,False,False,Муж,False,False,55,False,False
2023-02-03,0.055218090348069855,11,0.23225435185499,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1-5 часов,5-24 часа,False,False,False,False,5...10 Mbps,False,False,>99.5%,>99.5%,>99.5%,False,False,False,False,False,False,False,False,False,False,False,False,Прочие,False,False,Управляй!+ 2.0,False,False,False,False,False,False,False,False,False,False,False,Нет данных,False,False,UNDEFINED,False,False,Более 1GB,False,False,Кавказский филиал,False,False,45-54,False,False,False,False,False,False,False,False,False,False,False,45-54,False,False
2023-02-04,-0.13562296995665662,10,-0.19084106030472647,12.0,False,False,False,False,False,Менее 5%,5...20%,False,False,False,False,False,False,False,1-5 часов,False,False,False,False,False,5...10 Mbps,False,False,98...99.5%,False,False,False,False,False,Более 80%,False,False,False,False,False,False,False,False,Включайся!,False,False,Управляй!+ 2.0,China,False,False,False,False,91-180 дней,False,False,False,False,False,Более 50 тыс. руб,10-25 тыс. руб.,False,TABLET,False,False,Более 1GB,False,False,Дальневосточный филиал,False,False,45-54,False,False,Средний,False,False,False,False,False,False,False,False,45-54,False,False
2023-02-05,0.1276496195170645,15,0.2632725894737211,17.0,16.0,False,False,False,False,False,False,False,False,False,False,Более 15 дней,False,False,Более 24 часов,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Прочие,False,False,Управляй!+ 2.0,False,False,False,False,False,False,Более 366 дней,False,Android,False,False,False,False,False,UNDEFINED,False,False,100MB - 1GB,False,False,Столичный филиал,Дальневосточный филиал,False,45-54,False,False,Средний,False,False,False,False,False,False,False,False,55,45-54,False
2023-02-06,-0.09592677197133583,14,-0.2235763914884003,9.0,False,False,b. <80%,False,False,False,False,False,False,False,False,Нет,False,False,False,False,False,False,False,False,5...10 Mbps,False,False,False,False,False,False,False,False,False,False,False,Нет,False,False,False,False,False,Внутрисетевые,False,False,Включайся! - Линейка 2 Огненный щит,False,False,False,False,False,False,False,False,False,False,False,Нет данных,False,False,UNDEFINED,False,False,False,False,False,Дальневосточный филиал,False,False,45-54,False,False,False,False,False,False,False,False,False,False,False,18-24,False,False
2023-02-07,-0.21195022668463284,19,-0.11602345471329702,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2...5 Mbps,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Внутрисетевые,СНГ,False,Управляй!+ 2.0,Моноинтернет от МегаФона,False,False,Нет переплат,False,До 30 дней,False,False,False,False,False,False,False,False,SMART WATCH,False,False,Нет,Нет,Нет,False,False,False,45-54,False,False,False,False,False,False,False,False,False,False,False,55,False,False
2023-02-08,-0.03757115837566189,13,0.17437906830897096,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Есть,False,False,False,False,Все включено,False,False,Управляй!+ 2.0,False,False,False,False,False,31-90 дней,False,False,False,False,False,False,False,False,SMARTPHONE,False,False,Нет,100MB - 1GB,False,Столичный филиал,Центральный филиал,False,55,False,False,False,False,False,False,False,False,False,False,False,18-24,False,False
2023-02-09,-0.03055664416713717,11,0.007014514208524721,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Прочее,False,False,2...5 Mbps,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Внутрисетевые,Включайся!,False,Управляй!+ 2.0,False,False,Более 40 руб,False,False,False,False,False,False,False,False,False,False,False,LAPTOP,False,False,False,False,False,Столичный филиал,False,False,35-44,False,False,False,False,False,False,False,False,False,False,False,55,False,False
2023-02-10,-0.043422656365100835,10,-0.012866012197963666,12.0,False,False,False,False,False,False,False,False,Менее 80%,False,False,False,False,False,5-24 часа,Более 24 часов,False,Прочее,False,False,<2 Mbps,2...5 Mbps,False,98...99.5%,False,False,False,<98%,False,False,False,False,False,False,False,False,False,False,Внутрисетевые,False,False,Управляй!+ 2.0,False,False,Нет переплат,False,False,31-90 дней,False,False,False,Прочее,False,Более 50 тыс. руб,False,False,USB MODEM,False,False,False,False,False,Северо-Западный филиал,False,False,55,False,False,Средний,False,False,False,False,False,False,False,False,45-54,False,False
2023-02-11,0.016854212555343438,15,0.060276868920444274,12.0,False,False,False,False,False,Прочее,False,False,Менее 80%,False,False,False,False,False,False,False,False,False,Прочее,False,<2 Mbps,False,False,False,False,False,False,False,False,False,False,False,Нет,False,False,False,False,False,Внутрисетевые,False,False,Управляй!+ 2.0,False,False,False,False,False,False,91-180 дней,False,False,False,False,Нет данных,10-25 тыс. руб.,False,TABLET,TABLET,TABLET,False,False,False,Северо-Западный филиал,False,False,55,False,False,Средний,Средний,Средний,False,False,False,False,False,False,55,False,False
2023-02-12,0.16693381440639787,14,0.15007960185105443,9.0,False,False,False,False,False,False,Менее 5%,False,False,False,False,False,False,False,False,False,False,Прочее,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ева МЛК,False,Прочие,Сэмплинг,False,Управляй!+ 2.0,False,False,False,False,False,До 30 дней,181-366 дней,False,False,False,False,False,False,False,USB MODEM,False,False,100MB - 1GB,False,False,Столичный филиал,Уральский филиал,False,55,False,False,False,False,False,False,False,False,False,False,False,55,False,False
2023-02-13,0.13404978817922342,15,-0.03288402622717446,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Риск простоя,Риск простоя,Риск простоя,False,False,False,False,False,False,<98%,<98%,<98%,False,False,False,False,False,False,False,False,False,False,False,False,Внутрисетевые,False,False,Управляй!+ 2.0,False,False,False,False,False,31-90 дней,False,False,False,False,False,False,False,False,SMARTPHONE,False,False,False,False,False,Дальневосточный филиал,False,False,55,False,False,False,False,False,False,False,False,False,False,False,55,False,False
